Period,Scenario,LoadLevel,Unit,Component,Date,MW
period1,sc01,t0135,BESS_01,vEleReserveCons_Down_TR,2024-09-22 02:29:00,0.0
period1,sc01,t0135,BESS_01,vEleReserveProd_Up_SR,2024-09-22 02:29:00,0.0
period1,sc01,t0135,BESS_01,vEleReserveProd_Up_TR,2024-09-22 02:29:00,0.0
period1,sc01,t0135,BESS_01,vEleReserveProd_Down_SR,2024-09-22 02:29:00,0.0
period1,sc01,t0135,BESS_01,vEleReserveProd_Down_TR,2024-09-22 02:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveCons_Up_SR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveCons_Up_TR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveCons_Down_SR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveCons_Down_TR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveProd_Up_SR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveProd_Up_TR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveProd_Down_SR,2024-09-22 03:29:00,0.0
period1,sc01,t0136,BESS_01,vEleReserveProd_Down_TR,2024-09-22 03:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveCons_Up_SR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveCons_Up_TR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveCons_Down_SR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveCons_Down_TR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveProd_Up_SR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveProd_Up_TR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveProd_Down_SR,2024-09-22 04:29:00,0.0
period1,sc01,t0137,BESS_01,vEleReserveProd_Down_TR,2024-09-22 04:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveCons_Up_SR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveCons_Up_TR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveCons_Down_SR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveCons_Down_TR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveProd_Up_SR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveProd_Up_TR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveProd_Down_SR,2024-09-22 05:29:00,0.0
period1,sc01,t0138,BESS_01,vEleReserveProd_Down_TR,2024-09-22 05:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveCons_Up_SR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveCons_Up_TR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveCons_Down_SR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveCons_Down_TR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveProd_Up_SR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveProd_Up_TR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveProd_Down_SR,2024-09-22 06:29:00,0.0
period1,sc01,t0139,BESS_01,vEleReserveProd_Down_TR,2024-09-22 06:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveCons_Up_SR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveCons_Up_TR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveCons_Down_SR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveCons_Down_TR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveProd_Up_SR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveProd_Up_TR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveProd_Down_SR,2024-09-22 07:29:00,0.0
period1,sc01,t0140,BESS_01,vEleReserveProd_Down_TR,2024-09-22 07:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveCons_Up_SR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveCons_Up_TR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveCons_Down_SR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveCons_Down_TR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveProd_Up_SR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveProd_Up_TR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveProd_Down_SR,2024-09-22 08:29:00,0.0
period1,sc01,t0141,BESS_01,vEleReserveProd_Down_TR,2024-09-22 08:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveCons_Up_SR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveCons_Up_TR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveCons_Down_SR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveCons_Down_TR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveProd_Up_SR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveProd_Up_TR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveProd_Down_SR,2024-09-22 09:29:00,0.0
period1,sc01,t0142,BESS_01,vEleReserveProd_Down_TR,2024-09-22 09:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveCons_Up_SR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveCons_Up_TR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveCons_Down_SR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveCons_Down_TR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveProd_Up_SR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveProd_Up_TR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveProd_Down_SR,2024-09-22 10:29:00,0.0
period1,sc01,t0143,BESS_01,vEleReserveProd_Down_TR,2024-09-22 10:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveCons_Up_SR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveCons_Up_TR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveCons_Down_SR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveCons_Down_TR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveProd_Up_SR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveProd_Up_TR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveProd_Down_SR,2024-09-22 11:29:00,0.0
period1,sc01,t0144,BESS_01,vEleReserveProd_Down_TR,2024-09-22 11:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveCons_Up_SR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveCons_Up_TR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveCons_Down_SR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveCons_Down_TR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveProd_Up_SR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveProd_Up_TR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveProd_Down_SR,2024-09-22 12:29:00,0.0
period1,sc01,t0145,BESS_01,vEleReserveProd_Down_TR,2024-09-22 12:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveCons_Up_SR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveCons_Up_TR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveCons_Down_SR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveCons_Down_TR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveProd_Up_SR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveProd_Up_TR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveProd_Down_SR,2024-09-22 13:29:00,0.0
period1,sc01,t0146,BESS_01,vEleReserveProd_Down_TR,2024-09-22 13:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveCons_Up_SR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveCons_Up_TR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveCons_Down_SR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveCons_Down_TR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveProd_Up_SR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveProd_Up_TR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveProd_Down_SR,2024-09-22 14:29:00,0.0
period1,sc01,t0147,BESS_01,vEleReserveProd_Down_TR,2024-09-22 14:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveCons_Up_SR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveCons_Up_TR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveCons_Down_SR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveCons_Down_TR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveProd_Up_SR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveProd_Up_TR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveProd_Down_SR,2024-09-22 15:29:00,0.0
period1,sc01,t0148,BESS_01,vEleReserveProd_Down_TR,2024-09-22 15:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveCons_Up_SR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveCons_Up_TR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveCons_Down_SR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveCons_Down_TR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveProd_Up_SR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveProd_Up_TR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveProd_Down_SR,2024-09-22 16:29:00,0.0
period1,sc01,t0149,BESS_01,vEleReserveProd_Down_TR,2024-09-22 16:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveCons_Up_SR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveCons_Up_TR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveCons_Down_SR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveCons_Down_TR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveProd_Up_SR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveProd_Up_TR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveProd_Down_SR,2024-09-22 17:29:00,0.0
period1,sc01,t0150,BESS_01,vEleReserveProd_Down_TR,2024-09-22 17:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveCons_Up_SR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveCons_Up_TR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveCons_Down_SR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveCons_Down_TR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveProd_Up_SR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveProd_Up_TR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveProd_Down_SR,2024-09-22 18:29:00,0.0
period1,sc01,t0151,BESS_01,vEleReserveProd_Down_TR,2024-09-22 18:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveCons_Up_SR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveCons_Up_TR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveCons_Down_SR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveCons_Down_TR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveProd_Up_SR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveProd_Up_TR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveProd_Down_SR,2024-09-22 19:29:00,0.0
period1,sc01,t0152,BESS_01,vEleReserveProd_Down_TR,2024-09-22 19:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveCons_Up_SR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveCons_Up_TR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveCons_Down_SR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveCons_Down_TR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveProd_Up_SR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveProd_Up_TR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveProd_Down_SR,2024-09-22 20:29:00,0.0
period1,sc01,t0153,BESS_01,vEleReserveProd_Down_TR,2024-09-22 20:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveCons_Up_SR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveCons_Up_TR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveCons_Down_SR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveCons_Down_TR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveProd_Up_SR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveProd_Up_TR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveProd_Down_SR,2024-09-22 21:29:00,0.0
period1,sc01,t0154,BESS_01,vEleReserveProd_Down_TR,2024-09-22 21:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveCons_Up_SR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveCons_Up_TR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveCons_Down_SR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveCons_Down_TR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveProd_Up_SR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveProd_Up_TR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveProd_Down_SR,2024-09-22 22:29:00,0.0
period1,sc01,t0155,BESS_01,vEleReserveProd_Down_TR,2024-09-22 22:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveCons_Up_SR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveCons_Up_TR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveCons_Down_SR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveCons_Down_TR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveProd_Up_SR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveProd_Up_TR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveProd_Down_SR,2024-09-22 23:29:00,0.0
period1,sc01,t0156,BESS_01,vEleReserveProd_Down_TR,2024-09-22 23:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveCons_Up_SR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveCons_Up_TR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveCons_Down_SR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveCons_Down_TR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveProd_Up_SR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveProd_Up_TR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveProd_Down_SR,2024-09-23 00:29:00,0.0
period1,sc01,t0157,BESS_01,vEleReserveProd_Down_TR,2024-09-23 00:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveCons_Up_SR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveCons_Up_TR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveCons_Down_SR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveCons_Down_TR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveProd_Up_SR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveProd_Up_TR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveProd_Down_SR,2024-09-23 01:29:00,0.0
period1,sc01,t0158,BESS_01,vEleReserveProd_Down_TR,2024-09-23 01:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveCons_Up_SR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveCons_Up_TR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveCons_Down_SR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveCons_Down_TR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveProd_Up_SR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveProd_Up_TR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveProd_Down_SR,2024-09-23 02:29:00,0.0
period1,sc01,t0159,BESS_01,vEleReserveProd_Down_TR,2024-09-23 02:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveCons_Up_SR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveCons_Up_TR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveCons_Down_SR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveCons_Down_TR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveProd_Up_SR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveProd_Up_TR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveProd_Down_SR,2024-09-23 03:29:00,0.0
period1,sc01,t0160,BESS_01,vEleReserveProd_Down_TR,2024-09-23 03:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveCons_Up_SR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveCons_Up_TR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveCons_Down_SR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveCons_Down_TR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveProd_Up_SR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveProd_Up_TR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveProd_Down_SR,2024-09-23 04:29:00,0.0
period1,sc01,t0161,BESS_01,vEleReserveProd_Down_TR,2024-09-23 04:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveCons_Up_SR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveCons_Up_TR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveCons_Down_SR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveCons_Down_TR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveProd_Up_SR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveProd_Up_TR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveProd_Down_SR,2024-09-23 05:29:00,0.0
period1,sc01,t0162,BESS_01,vEleReserveProd_Down_TR,2024-09-23 05:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveCons_Up_SR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveCons_Up_TR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveCons_Down_SR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveCons_Down_TR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveProd_Up_SR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveProd_Up_TR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveProd_Down_SR,2024-09-23 06:29:00,0.0
period1,sc01,t0163,BESS_01,vEleReserveProd_Down_TR,2024-09-23 06:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveCons_Up_SR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveCons_Up_TR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveCons_Down_SR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveCons_Down_TR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveProd_Up_SR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveProd_Up_TR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveProd_Down_SR,2024-09-23 07:29:00,0.0
period1,sc01,t0164,BESS_01,vEleReserveProd_Down_TR,2024-09-23 07:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveCons_Up_SR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveCons_Up_TR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveCons_Down_SR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveCons_Down_TR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveProd_Up_SR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveProd_Up_TR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveProd_Down_SR,2024-09-23 08:29:00,0.0
period1,sc01,t0165,BESS_01,vEleReserveProd_Down_TR,2024-09-23 08:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveCons_Up_SR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveCons_Up_TR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveCons_Down_SR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveCons_Down_TR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveProd_Up_SR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveProd_Up_TR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveProd_Down_SR,2024-09-23 09:29:00,0.0
period1,sc01,t0166,BESS_01,vEleReserveProd_Down_TR,2024-09-23 09:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveCons_Up_SR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveCons_Up_TR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveCons_Down_SR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveCons_Down_TR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveProd_Up_SR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveProd_Up_TR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveProd_Down_SR,2024-09-23 10:29:00,0.0
period1,sc01,t0167,BESS_01,vEleReserveProd_Down_TR,2024-09-23 10:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveCons_Up_SR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveCons_Up_TR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveCons_Down_SR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveCons_Down_TR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveProd_Up_SR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveProd_Up_TR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveProd_Down_SR,2024-09-23 11:29:00,0.0
period1,sc01,t0168,BESS_01,vEleReserveProd_Down_TR,2024-09-23 11:29:00,0.0
